_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,geometry
1073,GO-20191981086,1571025600000,2019,October,14,Monday,287,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58659556799682,43.73715857595016,"{""coordinates"": [[-79.586595568, 43.7371585760001]], ""type"": ""MultiPoint""}"
1074,GO-20192006688,1571284800000,2019,October,17,Thursday,290,D33,Shooting,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.3607501318143,43.811127353707704,"{""coordinates"": [[-79.360750132, 43.8111273540001]], ""type"": ""MultiPoint""}"
1075,GO-20192021028,1571457600000,2019,October,19,Saturday,292,D11,Shooting,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.47102501396355,43.63825921014769,"{""coordinates"": [[-79.4710250139999, 43.6382592100001]], ""type"": ""MultiPoint""}"
1076,GO-20192067798,1572062400000,2019,October,26,Saturday,299,D53,Other,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39089096388145,43.69950763624034,"{""coordinates"": [[-79.3908909639999, 43.6995076360001]], ""type"": ""MultiPoint""}"
1077,GO-20192106976,1572494400000,2019,October,31,Thursday,304,D53,Stabbing,095,Annex (95),095,Annex (95),-79.40359624001854,43.66921261229293,"{""coordinates"": [[-79.40359624, 43.6692126120001]], ""type"": ""MultiPoint""}"
1078,GO-20192131648,1572843600000,2019,November,4,Monday,308,D22,Shooting,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.55632618666478,43.61432710742966,"{""coordinates"": [[-79.556326187, 43.6143271070001]], ""type"": ""MultiPoint""}"
1079,GO-20192136178,1572930000000,2019,November,5,Tuesday,309,D55,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.30116885431066,43.69561141270135,"{""coordinates"": [[-79.301168854, 43.6956114130001]], ""type"": ""MultiPoint""}"
1080,GO-20192150110,1573102800000,2019,November,7,Thursday,311,D12,Shooting,113,Weston (113),113,Weston (113),-79.50423324552794,43.70447355224308,"{""coordinates"": [[-79.504233246, 43.704473552]], ""type"": ""MultiPoint""}"
1081,GO-20192212187,1573880400000,2019,November,16,Saturday,320,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.4403178998711,43.69148197616552,"{""coordinates"": [[-79.4403179, 43.691481976]], ""type"": ""MultiPoint""}"
1082,GO-20192263515,1574485200000,2019,November,23,Saturday,327,D43,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.24473615792672,43.74478477761217,"{""coordinates"": [[-79.244736158, 43.744784778]], ""type"": ""MultiPoint""}"
1083,GO-20192361770,1575694800000,2019,December,7,Saturday,341,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.54269890293543,43.75333148948363,"{""coordinates"": [[-79.542698903, 43.7533314890001]], ""type"": ""MultiPoint""}"
1084,GO-20192378461,1575954000000,2019,December,10,Tuesday,344,D41,Stabbing,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30175748657734,43.747104036502535,"{""coordinates"": [[-79.301757487, 43.747104037]], ""type"": ""MultiPoint""}"
1085,GO-20192390677,1576040400000,2019,December,11,Wednesday,345,D23,Other,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60271648488197,43.72371885209907,"{""coordinates"": [[-79.602716485, 43.723718852]], ""type"": ""MultiPoint""}"
1086,GO-20192390277,1576040400000,2019,December,11,Wednesday,345,D33,Shooting,049,Bayview Woods-Steeles (49),049,Bayview Woods-Steeles (49),-79.36912382540753,43.79129733205732,"{""coordinates"": [[-79.369123825, 43.791297332]], ""type"": ""MultiPoint""}"
1087,GO-20192385631,1576040400000,2019,December,11,Wednesday,345,D43,Other,123,Cliffcrest (123),123,Cliffcrest (123),-79.23378523408725,43.71702170237375,"{""coordinates"": [[-79.233785234, 43.7170217020001]], ""type"": ""MultiPoint""}"
1088,GO-20192412908,1576386000000,2019,December,15,Sunday,349,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.48012204386855,43.72746364833016,"{""coordinates"": [[-79.480122044, 43.727463648]], ""type"": ""MultiPoint""}"
1089,GO-20192445475,1576731600000,2019,December,19,Thursday,353,D42,Stabbing,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.299347987595,43.78359734276375,"{""coordinates"": [[-79.299347988, 43.7835973430001]], ""type"": ""MultiPoint""}"
1090,GO-20192452711,1576818000000,2019,December,20,Friday,354,D12,Other,113,Weston (113),113,Weston (113),-79.51130865566778,43.698379065558946,"{""coordinates"": [[-79.511308656, 43.698379066]], ""type"": ""MultiPoint""}"
1091,GO-20192464487,1576990800000,2019,December,22,Sunday,356,D14,Other,079,University (79),079,University (79),-79.4060136354135,43.6622607050864,"{""coordinates"": [[-79.406013635, 43.6622607050001]], ""type"": ""MultiPoint""}"
1092,GO-20192465270,1576990800000,2019,December,22,Sunday,356,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034,"{""coordinates"": [[-79.371002854, 43.6582965970001]], ""type"": ""MultiPoint""}"
1093,GO-20192470898,1577077200000,2019,December,23,Monday,357,D14,Stabbing,085,South Parkdale (85),085,South Parkdale (85),-79.43660032113196,43.638731486278544,"{""coordinates"": [[-79.436600321, 43.638731486]], ""type"": ""MultiPoint""}"
1094,GO-20192490349,1577422800000,2019,December,27,Friday,361,D22,Shooting,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.56186008001315,43.6411132120874,"{""coordinates"": [[-79.56186008, 43.6411132120001]], ""type"": ""MultiPoint""}"
1095,GO-20192503671,1577595600000,2019,December,29,Sunday,363,D43,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.23974015900035,43.741582978694254,"{""coordinates"": [[-79.239740159, 43.741582979]], ""type"": ""MultiPoint""}"
1096,GO-20192520736,1577768400000,2019,December,31,Tuesday,365,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.22674887751587,43.811979638988625,"{""coordinates"": [[-79.226748878, 43.8119796390001]], ""type"": ""MultiPoint""}"
1097,GO-20205967,1577854800000,2020,January,1,Wednesday,1,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.35868536454589,43.6624291015328,"{""coordinates"": [[-79.358685365, 43.662429102]], ""type"": ""MultiPoint""}"
1098,GO-202069552,1578718800000,2020,January,11,Saturday,11,D43,Shooting,135,Morningside (135),135,Morningside (135),-79.20834448642131,43.7879832958898,"{""coordinates"": [[-79.208344486, 43.787983296]], ""type"": ""MultiPoint""}"
1099,GO-202082425,1578891600000,2020,January,13,Monday,13,D42,Stabbing,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.30471148021627,43.78164443511478,"{""coordinates"": [[-79.30471148, 43.781644435]], ""type"": ""MultiPoint""}"
1100,GO-2020135493,1579496400000,2020,January,20,Monday,20,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.23174477443533,43.77643120722791,"{""coordinates"": [[-79.2317447739999, 43.776431207]], ""type"": ""MultiPoint""}"
1101,GO-2020136609,1579496400000,2020,January,20,Monday,20,D13,Other,107,Oakwood Village (107),107,Oakwood Village (107),-79.43251241608405,43.68513719650733,"{""coordinates"": [[-79.432512416, 43.6851371970001]], ""type"": ""MultiPoint""}"
1102,GO-2020174603,1579928400000,2020,January,25,Saturday,25,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.21954987132742,43.736686988688184,"{""coordinates"": [[-79.219549871, 43.7366869890001]], ""type"": ""MultiPoint""}"
1103,GO-2020219180,1580446800000,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.39925183358129,43.639024878128595,"{""coordinates"": [[-79.399251834, 43.639024878]], ""type"": ""MultiPoint""}"
1104,GO-2020219180,1580446800000,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.39925183358129,43.639024878128595,"{""coordinates"": [[-79.399251834, 43.639024878]], ""type"": ""MultiPoint""}"
1105,GO-2020249293,1580878800000,2020,February,5,Wednesday,36,D55,Shooting,066,Danforth (66),066,Danforth (66),-79.33133072303444,43.68169449864141,"{""coordinates"": [[-79.331330723, 43.6816944990001]], ""type"": ""MultiPoint""}"
1106,GO-2020271347,1581051600000,2020,February,7,Friday,38,D22,Shooting,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.57215208377515,43.652394222407004,"{""coordinates"": [[-79.572152084, 43.6523942220001]], ""type"": ""MultiPoint""}"
1107,GO-2020372105,1582261200000,2020,February,21,Friday,52,D42,Other,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.24850116078508,43.791833079680195,"{""coordinates"": [[-79.248501161, 43.7918330800001]], ""type"": ""MultiPoint""}"
1108,GO-2020390671,1582520400000,2020,February,24,Monday,55,D32,Stabbing,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.45863964026697,43.73092505079466,"{""coordinates"": [[-79.4586396399999, 43.730925051]], ""type"": ""MultiPoint""}"
1109,GO-2020530236,1583899200000,2020,March,11,Wednesday,71,D12,Other,115,Mount Dennis (115),115,Mount Dennis (115),-79.48962348531941,43.68703348985421,"{""coordinates"": [[-79.489623485, 43.68703349]], ""type"": ""MultiPoint""}"
1110,GO-2020524758,1584072000000,2020,March,13,Friday,73,D42,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.27041791197892,43.78559655712585,"{""coordinates"": [[-79.270417912, 43.7855965570001]], ""type"": ""MultiPoint""}"
1111,GO-2020538385,1584244800000,2020,March,15,Sunday,75,D13,Stabbing,107,Oakwood Village (107),107,Oakwood Village (107),-79.4473049856385,43.6963320656177,"{""coordinates"": [[-79.4473049859999, 43.696332066]], ""type"": ""MultiPoint""}"
1112,GO-2020562795,1584504000000,2020,March,18,Wednesday,78,D41,Shooting,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28877377791517,43.72068247323427,"{""coordinates"": [[-79.2887737779999, 43.7206824730001]], ""type"": ""MultiPoint""}"
1113,GO-2020580138,1584763200000,2020,March,21,Saturday,81,D51,Shooting,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37946194725541,43.656030695134405,"{""coordinates"": [[-79.379461947, 43.656030695]], ""type"": ""MultiPoint""}"
1114,GO-2020668167,1586059200000,2020,April,5,Sunday,96,D53,Shooting,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.35156161800266,43.70324528912135,"{""coordinates"": [[-79.3515616179999, 43.703245289]], ""type"": ""MultiPoint""}"
1115,GO-2020665733,1586059200000,2020,April,5,Sunday,96,D42,Other,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3193019849655,43.7958606911867,"{""coordinates"": [[-79.319301985, 43.795860691]], ""type"": ""MultiPoint""}"
1116,GO-2020648505,1586059200000,2020,April,5,Sunday,96,D43,Other,142,Woburn North (142),137,Woburn (137),-79.23296484605089,43.77953670123865,"{""coordinates"": [[-79.232964846, 43.779536701]], ""type"": ""MultiPoint""}"
1117,GO-2020686647,1586318400000,2020,April,8,Wednesday,99,D13,Shooting,094,Wychwood (94),094,Wychwood (94),-79.43252432226423,43.680348209774884,"{""coordinates"": [[-79.4325243219999, 43.68034821]], ""type"": ""MultiPoint""}"
1118,GO-2020717283,1586836800000,2020,April,14,Tuesday,105,D33,Other,052,Bayview Village (52),052,Bayview Village (52),-79.37605832013264,43.77264929551785,"{""coordinates"": [[-79.37605832, 43.7726492960001]], ""type"": ""MultiPoint""}"
1119,GO-2020762187,1587441600000,2020,April,21,Tuesday,112,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.49890672599066,43.61748909666656,"{""coordinates"": [[-79.498906726, 43.617489097]], ""type"": ""MultiPoint""}"
1120,GO-2020790951,1587873600000,2020,April,26,Sunday,117,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50685759195724,43.74031864174934,"{""coordinates"": [[-79.506857592, 43.740318642]], ""type"": ""MultiPoint""}"
1121,GO-2020828038,1588392000000,2020,May,2,Saturday,123,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.29972058950474,43.747541938220024,"{""coordinates"": [[-79.2997205899999, 43.747541938]], ""type"": ""MultiPoint""}"
1122,GO-2020893378,1589428800000,2020,May,14,Thursday,135,D53,Other,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3904779654074,43.6986196390879,"{""coordinates"": [[-79.3904779649999, 43.6986196390001]], ""type"": ""MultiPoint""}"
1123,GO-2020898005,1589428800000,2020,May,14,Thursday,135,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58379757246055,43.74680967781584,"{""coordinates"": [[-79.583797572, 43.746809678]], ""type"": ""MultiPoint""}"
1124,GO-2020915335,1589688000000,2020,May,17,Sunday,138,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3241704680324,43.777745523686384,"{""coordinates"": [[-79.324170468, 43.7777455240001]], ""type"": ""MultiPoint""}"
1125,GO-2020909524,1589860800000,2020,May,19,Tuesday,140,D41,Other,138,Eglinton East (138),138,Eglinton East (138),-79.25576503405073,43.74005227907259,"{""coordinates"": [[-79.255765034, 43.740052279]], ""type"": ""MultiPoint""}"
1126,GO-2020971451,1590465600000,2020,May,26,Tuesday,147,D52,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39205203715791,43.64537058447422,"{""coordinates"": [[-79.392052037, 43.645370584]], ""type"": ""MultiPoint""}"
1127,GO-2020993900,1590811200000,2020,May,30,Saturday,151,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5933505642914,43.738775373381976,"{""coordinates"": [[-79.5933505639999, 43.7387753730001]], ""type"": ""MultiPoint""}"
1128,GO-20201063476,1591675200000,2020,June,9,Tuesday,161,D53,Shooting,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.35097861350786,43.7135927643026,"{""coordinates"": [[-79.350978614, 43.7135927640001]], ""type"": ""MultiPoint""}"
1129,GO-20201127664,1592539200000,2020,June,19,Friday,171,D13,Shooting,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4486308170399,43.67677651698203,"{""coordinates"": [[-79.448630817, 43.6767765170001]], ""type"": ""MultiPoint""}"
1130,GO-20201173382,1593057600000,2020,June,25,Thursday,177,D51,Stabbing,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.37219495639862,43.66763520695567,"{""coordinates"": [[-79.372194956, 43.667635207]], ""type"": ""MultiPoint""}"
1131,GO-20201233592,1593835200000,2020,July,4,Saturday,186,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33361597620318,43.79804788815728,"{""coordinates"": [[-79.333615976, 43.798047888]], ""type"": ""MultiPoint""}"
1132,GO-20201267365,1594267200000,2020,July,9,Thursday,191,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37237645269067,43.658165697269446,"{""coordinates"": [[-79.3723764529999, 43.6581656970001]], ""type"": ""MultiPoint""}"
1133,GO-20201281439,1594353600000,2020,July,10,Friday,192,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.49374850347074,43.671669933381075,"{""coordinates"": [[-79.4937485029999, 43.671669933]], ""type"": ""MultiPoint""}"
1134,GO-20201278229,1594353600000,2020,July,10,Friday,192,D43,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25424114074588,43.77663626761306,"{""coordinates"": [[-79.254241141, 43.776636268]], ""type"": ""MultiPoint""}"
1135,GO-20201466110,1596427200000,2020,August,3,Monday,216,D55,Other,059,Danforth East York (59),059,Danforth East York (59),-79.33465032563927,43.68688480493662,"{""coordinates"": [[-79.334650326, 43.686884805]], ""type"": ""MultiPoint""}"
1136,GO-20201486174,1596945600000,2020,August,9,Sunday,222,D14,Stabbing,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.42107612630663,43.65017569486549,"{""coordinates"": [[-79.4210761259999, 43.650175695]], ""type"": ""MultiPoint""}"
1137,GO-20201505493,1597118400000,2020,August,11,Tuesday,224,D14,Stabbing,162,West Queen West (162),082,Niagara (82),-79.41549412816728,43.64270868488791,"{""coordinates"": [[-79.415494128, 43.6427086850001]], ""type"": ""MultiPoint""}"
1138,GO-20201506702,1597204800000,2020,August,12,Wednesday,225,D43,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.24473615792672,43.74478477761217,"{""coordinates"": [[-79.244736158, 43.744784778]], ""type"": ""MultiPoint""}"
1139,GO-20201568363,1597896000000,2020,August,20,Thursday,233,D32,Shooting,153,Avondale (153),051,Willowdale East (51),-79.40971801381411,43.75646178873072,"{""coordinates"": [[-79.409718014, 43.7564617890001]], ""type"": ""MultiPoint""}"
1140,GO-20201583370,1598068800000,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill (136),136,West Hill (136),-79.18621380674915,43.7684035984007,"{""coordinates"": [[-79.1862138069999, 43.7684035980001]], ""type"": ""MultiPoint""}"
1141,GO-20201583370,1598068800000,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill (136),136,West Hill (136),-79.18621380674915,43.7684035984007,"{""coordinates"": [[-79.1862138069999, 43.7684035980001]], ""type"": ""MultiPoint""}"
1142,GO-20201607604,1598414400000,2020,August,26,Wednesday,239,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034,"{""coordinates"": [[-79.371002854, 43.6582965970001]], ""type"": ""MultiPoint""}"
1143,GO-20201655784,1599019200000,2020,September,2,Wednesday,246,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.48960802759944,43.75117326849776,"{""coordinates"": [[-79.489608028, 43.7511732680001]], ""type"": ""MultiPoint""}"
1144,GO-20201691332,1599451200000,2020,September,7,Monday,251,D23,Stabbing,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5867083743878,43.72601606223039,"{""coordinates"": [[-79.586708374, 43.726016062]], ""type"": ""MultiPoint""}"
1145,GO-20201713867,1599710400000,2020,September,10,Thursday,254,D11,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48566601266666,43.668501847714964,"{""coordinates"": [[-79.485666013, 43.6685018480001]], ""type"": ""MultiPoint""}"
1146,GO-20201728164,1599883200000,2020,September,12,Saturday,256,D12,Stabbing,113,Weston (113),113,Weston (113),-79.52285274540984,43.7043645551374,"{""coordinates"": [[-79.522852745, 43.704364555]], ""type"": ""MultiPoint""}"
1147,GO-20201728164,1599883200000,2020,September,12,Saturday,256,D12,Stabbing,113,Weston (113),113,Weston (113),-79.52285274540984,43.7043645551374,"{""coordinates"": [[-79.522852745, 43.704364555]], ""type"": ""MultiPoint""}"
1148,GO-20201730504,1599883200000,2020,September,12,Saturday,256,D23,Stabbing,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.55965503427359,43.713285153933086,"{""coordinates"": [[-79.559655034, 43.7132851540001]], ""type"": ""MultiPoint""}"
1149,GO-20201786596,1600574400000,2020,September,20,Sunday,264,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.20314067227321,43.803166892930335,"{""coordinates"": [[-79.203140672, 43.803166893]], ""type"": ""MultiPoint""}"
1150,GO-20201816857,1600920000000,2020,September,24,Thursday,268,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.52253251234046,43.767510383208254,"{""coordinates"": [[-79.5225325119999, 43.7675103830001]], ""type"": ""MultiPoint""}"
1151,GO-20201838773,1601179200000,2020,September,27,Sunday,271,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51874191355783,43.769231885658456,"{""coordinates"": [[-79.518741914, 43.7692318860001]], ""type"": ""MultiPoint""}"
1152,GO-20201838399,1601179200000,2020,September,27,Sunday,271,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5881393689254,43.74631847316927,"{""coordinates"": [[-79.588139369, 43.746318473]], ""type"": ""MultiPoint""}"
1153,GO-20201989086,1601265600000,2020,September,28,Monday,272,D33,Other,047,Don Valley Village (47),047,Don Valley Village (47),-79.35472494347606,43.792655648691834,"{""coordinates"": [[-79.354724943, 43.792655649]], ""type"": ""MultiPoint""}"
1154,GO-20201863629,1601524800000,2020,October,1,Thursday,275,D12,Shooting,113,Weston (113),113,Weston (113),-79.50693664543863,43.70456285251689,"{""coordinates"": [[-79.506936645, 43.704562853]], ""type"": ""MultiPoint""}"
1155,GO-20201876749,1601697600000,2020,October,3,Saturday,277,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.49072786524552,43.73736918004998,"{""coordinates"": [[-79.4907278649999, 43.73736918]], ""type"": ""MultiPoint""}"
1156,GO-20201908230,1602043200000,2020,October,7,Wednesday,281,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.43344918613127,43.72747526022775,"{""coordinates"": [[-79.4334491859999, 43.7274752600001]], ""type"": ""MultiPoint""}"
1157,GO-20202026517,1603598400000,2020,October,25,Sunday,299,D41,Shooting,121,Oakridge (121),121,Oakridge (121),-79.28537256291992,43.69063092801939,"{""coordinates"": [[-79.285372563, 43.6906309280001]], ""type"": ""MultiPoint""}"
1158,GO-20202114189,1604725200000,2020,November,7,Saturday,312,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5169164132831,43.76196318655913,"{""coordinates"": [[-79.516916413, 43.761963187]], ""type"": ""MultiPoint""}"
1159,GO-20202177333,1605502800000,2020,November,16,Monday,321,D43,Stabbing,143,West Rouge (143),131,Rouge (131),-79.13736777409446,43.79211555901123,"{""coordinates"": [[-79.137367774, 43.7921155590001]], ""type"": ""MultiPoint""}"
1160,GO-20202188906,1605675600000,2020,November,18,Wednesday,323,D14,Stabbing,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.42440172650355,43.66225210948987,"{""coordinates"": [[-79.424401727, 43.6622521090001]], ""type"": ""MultiPoint""}"
1161,GO-20202213650,1606021200000,2020,November,22,Sunday,327,D33,Stabbing,149,Parkwoods-O'Connor Hills (149),045,Parkwoods-Donalda (45),-79.31301347365716,43.751503024435955,"{""coordinates"": [[-79.313013474, 43.751503024]], ""type"": ""MultiPoint""}"
1162,GO-20202271563,1606885200000,2020,December,2,Wednesday,337,D13,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.45338815270517,43.70789035506966,"{""coordinates"": [[-79.4533881529999, 43.7078903550001]], ""type"": ""MultiPoint""}"
1163,GO-20202295266,1607230800000,2020,December,6,Sunday,341,D14,Other,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.43533392206238,43.65986071074255,"{""coordinates"": [[-79.435333922, 43.6598607110001]], ""type"": ""MultiPoint""}"
1164,GO-2020982844,1607403600000,2020,December,8,Tuesday,343,D52,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4047819326258,43.652665893742046,"{""coordinates"": [[-79.404781933, 43.652665894]], ""type"": ""MultiPoint""}"
1165,GO-20202279344,1607403600000,2020,December,8,Tuesday,343,D55,Stabbing,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3221295301432,43.679822706957765,"{""coordinates"": [[-79.32212953, 43.679822707]], ""type"": ""MultiPoint""}"
1166,GO-20202381546,1608267600000,2020,December,18,Friday,353,D53,Other,173,North Toronto (173),104,Mount Pleasant West (104),-79.39148415697888,43.7081541148941,"{""coordinates"": [[-79.391484157, 43.7081541150001]], ""type"": ""MultiPoint""}"
1167,GO-20202400901,1608526800000,2020,December,21,Monday,356,D33,Stabbing,047,Don Valley Village (47),047,Don Valley Village (47),-79.35523623541152,43.78171131230979,"{""coordinates"": [[-79.3552362349999, 43.781711312]], ""type"": ""MultiPoint""}"
1168,GO-202179788,1610514000000,2021,January,13,Wednesday,13,D41,Stabbing,124,Kennedy Park (124),124,Kennedy Park (124),-79.25813642471084,43.734554582737616,"{""coordinates"": [[-79.258136425, 43.734554583]], ""type"": ""MultiPoint""}"
1169,GO-2021105728,1610859600000,2021,January,17,Sunday,17,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.55762298697739,43.7487902835444,"{""coordinates"": [[-79.5576229869999, 43.748790284]], ""type"": ""MultiPoint""}"
1170,GO-2021204256,1611205200000,2021,January,21,Thursday,21,D23,Other,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.52762765258883,43.701218667472254,"{""coordinates"": [[-79.527627653, 43.701218667]], ""type"": ""MultiPoint""}"
1171,GO-2021133150,1611205200000,2021,January,21,Thursday,21,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.50524881367852,43.766232282638,"{""coordinates"": [[-79.505248814, 43.7662322830001]], ""type"": ""MultiPoint""}"
1172,GO-2021185744,1611896400000,2021,January,29,Friday,29,D53,Shooting,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.38812796189202,43.68267243941447,"{""coordinates"": [[-79.3881279619999, 43.682672439]], ""type"": ""MultiPoint""}"
1173,GO-2021198314,1612069200000,2021,January,31,Sunday,31,D12,Shooting,028,Rustic (28),028,Rustic (28),-79.50470964373855,43.71573754643957,"{""coordinates"": [[-79.5047096439999, 43.7157375460001]], ""type"": ""MultiPoint""}"
1174,GO-2021238843,1612587600000,2021,February,6,Saturday,37,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.23030947605747,43.795589291778725,"{""coordinates"": [[-79.230309476, 43.795589292]], ""type"": ""MultiPoint""}"
1175,GO-2021251003,1612760400000,2021,February,8,Monday,39,D32,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.46207893480396,43.71248565415095,"{""coordinates"": [[-79.462078935, 43.712485654]], ""type"": ""MultiPoint""}"
1176,GO-2021250265,1612760400000,2021,February,8,Monday,39,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30218758488657,43.74375203830712,"{""coordinates"": [[-79.302187585, 43.743752038]], ""type"": ""MultiPoint""}"
1177,GO-2021257693,1612846800000,2021,February,9,Tuesday,40,D55,Shooting,062,East End-Danforth (62),062,East End-Danforth (62),-79.30732754731228,43.68693352492125,"{""coordinates"": [[-79.3073275469999, 43.686933525]], ""type"": ""MultiPoint""}"
1178,GO-2021277195,1613106000000,2021,February,12,Friday,43,D23,Shooting,007,Willowridge-Martingrove-Richview (7),007,Willowridge-Martingrove-Richview (7),-79.56486288510449,43.683857445021324,"{""coordinates"": [[-79.564862885, 43.6838574450001]], ""type"": ""MultiPoint""}"
1179,GO-2021334695,1613710800000,2021,February,19,Friday,50,D51,Other,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.37172915590439,43.66651210561578,"{""coordinates"": [[-79.371729156, 43.666512106]], ""type"": ""MultiPoint""}"
1180,GO-2021363118,1614315600000,2021,February,26,Friday,57,D22,Other,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.49403200397745,43.64395970408257,"{""coordinates"": [[-79.494032004, 43.643959704]], ""type"": ""MultiPoint""}"
1181,GO-2021368408,1614402000000,2021,February,27,Saturday,58,D12,Stabbing,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.47036608939655,43.69122388380354,"{""coordinates"": [[-79.470366089, 43.6912238840001]], ""type"": ""MultiPoint""}"
